FILIAL;MÊS;CONTA;REAL;ORÇ. GERENCIAL
CD + PALLETS;MAR;311040502006 - CONFRATERNIZACAO E EVENTOS INTERNOS;-930;-6.000
CD + PALLETS;MAR;311040502007 - CORREIOS E MALOTES;0;-180
CD + PALLETS;MAR;311040502008 - DESPESAS LEGAIS E JUDICIAIS;0;-630
CD + PALLETS;MAR;311040502009 - DESPESAS CARTORIO;-1.179;0
CD + PALLETS;MAR;311040502015 - IMPRESSOS / MATERIAIS GRAFICOS;0;-195
CD + PALLETS;MAR;311040502016 - LANCHES E REFEICOES;-8.190;-12.000
CD + PALLETS;MAR;311040502017 - MATERIAL EXPEDIENTE - OPERACAO LOJA;-91;-600
CD + PALLETS;MAR;311040502018 - MATERIAL DE LIMPEZA;0;-6.400
CD + PALLETS;MAR;311040502025 - DESPESA COM RESSARCIMENTO;0;-1.620
CD + PALLETS;MAR;311040502029 - DESPESAS COM MATERIAL DE EXPEDIENTE;-353;-7.560
CD + PALLETS;MAR;311040502030 - COMBUSTIVEL PARA  GERADOR;0;-5.400
CD + PALLETS;MAR;311040502031 - COMBUSTIVEL VEICULOS DE TERCEIROS;-100;-1.367
CD + PALLETS;MAR;311040502032 - MATERIAL DE SEGURANCA/ PROTECAO;-520;0
CD + PALLETS;MAR;311040502039 - DESPESAS COM MATERIAL CONSUMO;-58.271;-191.400
CD + PALLETS;MAR;311040502040 - MATERIAL COPA E COZINHA;-4.898;-6.460
CD + PALLETS;MAR;311040502041 - DESPESA COM RECARGA EXTINTORES;-3.400;-1.953
CD + PALLETS;MAR;311040502042 - COLETA DE RESIDUOS;-6.960;-13.975
CD + PALLETS;MAR;311040502046 - BAIXAS DE ESTOQUE CONSUMO (5949/6949);-1.088;-600
CD + PALLETS;MAR;311040502047 - MATERIAIS DE DIVULGACOES INTERNAS;0;-1.200
CD + PALLETS;MAR;311040502048 - EXAMES MEDICOS E HOSPITALARES;-2.128;-8.800
CD + PALLETS;MAR;311040503001 - ENCARGOS DE DEPRECIACAO;-176.230;-153.459
CD + PALLETS;MAR;311040503002 - ENCARGOS DE AMORTIZACAO;-51.518;-983.766
CD + PALLETS;MAR;311040701007 - GNRE;-260.869;-159.059
CD + PALLETS;MAR;311040701008 - IMPOSTOS E TAXAS GERAIS;-4.828;-4.854
CD + PALLETS;MAR;311040701011 - PIS/COFINS SOBRE RECEITA DE VERBAS;-85.422;0
CD + PALLETS;MAR;311040801001 - MANUTENCAO E REPARO BENS MOVEIS;-57.773;-44.000
CD + PALLETS;MAR;311040801003 - MANUTENCAO E REPARO INSTALACOES IMOVEIS TERCEIR;-1.192;-4.500
CD + PALLETS;MAR;311040801004 - MANUTENCAO E REPARO DE VEICULOS;-13.018;-4.400
CD + PALLETS;MAR;311041101002 - MULTA DE TRANSITO;0;-2.000
CD + PALLETS;MAR;311041101005 - BRINDES INSTITUCIONAIS;0;-78.733
CD + PALLETS;MAR;311041101006 - DOACOES;-1.560;0
CD + PALLETS;MAR;311041205003 - RECEITA DE ALUGUEL;0;3.108
CD + PALLETS;MAR;311041205005 - RECEITA DE VERBAS COOPERADA;472.268;0
CD + PALLETS;MAR;311041207001 - CREDITOS DE SUBVENCAO INVESTIMENTO - ICMS;9.570.083;0
CD + PALLETS;MAR;311050101018 - DESPESA COM BONIFICACAO;-53.200;-5.600
CD + PALLETS;MAR;311050101021 - TAXAS DE ADMINISTRACAO DE CARTAO;-152.316;-39.896
CD + PALLETS;MAR;311050102001 - COMBUSTIVEL PARA VEICULOS PROPRIOS;-65.284;-10.280
CD + PALLETS;MAR;311050102002 - COMBUSTIVEL PARA EMPILHADEIRAS;-82.969;-82.000
CD + PALLETS;MAR;311050103001 - FRETE DE ENTREGA PARA CLIENTES;-17.523;-238.766
CD + PALLETS;MAR;311050103004 - FRETES / MUDANCAS / CARRETOS;-6.534;0
CD + PALLETS;MAR;311070101003 - DESPESAS BANCÁRIAS;-524;-5.219
CD + PALLETS;MAR;311070101007 - JUROS PASSIVOS;-47;-1.610
CD + PALLETS;MAR;311070101008 - JUROS PARCELAMENTOS;-56.232;0
CD + PALLETS;MAR;311070101014 - JUROS S/ ATIVO DE DIREITO DE USO;-34.443;0
CD + PALLETS;MAR;311070101018 - DESCONTOS CONCEDIDOS;0;-539
CD + PALLETS;MAR;311070103001 - RECEITAS JUROS ATIVOS;6.099;4.804
CD + PALLETS;MAR;311070103002 - DESCONTOS OBTIDOS;24.348;19.798
CD + PALLETS;MAR;311070104023 - RECEITA DE VERBAS DESCONTOS EM DUPLICATAS;887.447;0
CD + PALLETS;MAR;Encargos sobre comissões;-66.986;0
CD + PALLETS;MAR;Estorno Encargos sobre comissões;66.986;0
CD + PALLETS;MAR;QUEBRA;0;-101.482
CD + PALLETS;MAR;Rateio do Credito Pis e Cofins;464.392;0
CD + PALLETS;MAR;VPC;0;311.421
CD + PALLETS;ABR;311010101001 - RECEITA DE MERCADORIAS VENDIDAS NACIONAL;15.362.394;11.983.009
CD + PALLETS;ABR;311010101002 - RECEITA MERCADORIAS BONIFICADA;167.874;0
CD + PALLETS;ABR;311010101006 - RECEITA DE FRETE MERCADORIA;4.232;2.449
CD + PALLETS;ABR;311010102002 - ( - ) DESCONTOS INCONDICIONAIS;0;-6.939
CD + PALLETS;ABR;311010102003 - ( - ) ICMS S/ REVENDA MERCADORIA;-2.544.421;-1.850.101
CD + PALLETS;ABR;311010102004 - ( - ) COFINS;-894.944;-698.079
CD + PALLETS;ABR;311010102005 - ( - ) PIS/PASEP;-194.297;-188.907
CD + PALLETS;ABR;311010102011 - ( - ) DEVOLUCAO DE VENDAS;-1.043.803;-247.805
CD + PALLETS;ABR;311010201001 - RECEITA PRESTACAO DE SERVICOS;87.274;200.000
CD + PALLETS;ABR;311010202001 - ISS;-4.364;0
CD + PALLETS;ABR;311010202002 - PIS;-1.440;0
CD + PALLETS;ABR;311010202003 - COFINS;-6.633;0
CD + PALLETS;ABR;311020101001 - CUSTO DE MERCADORIA VENDIDA NACIONAL;-9.982.583;-6.013.533
CD + PALLETS;ABR;311020101002 - CUSTO DE MERCADORIA VENDIDA IMPORTADO;-87.801;0
CD + PALLETS;ABR;311020101003 - CUSTO SOBRE QUEBRA DE MERCADORIA;-157.465;0
CD + PALLETS;ABR;311040101001 - ADICIONAL NOTURNO;-2.753;-21.964
CD + PALLETS;ABR;311040101005 - ALIMENTAÇÃO;-99.986;-128.960
CD + PALLETS;ABR;311040101006 - ASSITÊNCIA MÉDICA;-17.991;0
CD + PALLETS;ABR;311040101007 - AVISO PRÉVIO;-147.970;-10.509
CD + PALLETS;ABR;311040101010 - COMISSÃO E REPOUSO REMUNERADO;-67.655;0
CD + PALLETS;ABR;311040101012 - CURSOS/TREINAMENTOS JD;0;-900
CD + PALLETS;ABR;311040101015 - FERIAS;-114.777;-5.004
CD + PALLETS;ABR;311040101018 - GRATIFICAÇÕES / PREMIAÇÕES;-93.193;-57.150
CD + PALLETS;ABR;311040101019 - HORAS EXTRAS;-25.157;-16.556
CD + PALLETS;ABR;311040101022 - MENOR APRENDIZ;-1.100;-2.600
CD + PALLETS;ABR;311040101027 - PERICULOSIDADE;-6.545;-12.934
CD + PALLETS;ABR;311040101029 - SALÁRIOS E ORDENADOS;-816.388;-930.047
CD + PALLETS;ABR;311040101031 - EPI E UNIFORMES;-9.115;-4.440
CD + PALLETS;ABR;311040101032 - VALE TRANSPORTE;-31.373;-41.187
CD + PALLETS;ABR;311040101033 - REEMBOLSO DESPESAS;-240;0
CD + PALLETS;ABR;311040101038 - AJUDA DE CUSTO DOMINGO;0;-2.208
CD + PALLETS;ABR;311040101039 - AJUDA DE CUSTO FERIADO;-61.054;-35.985
CD + PALLETS;ABR;311040101049 - GRATIFICACOES, ADICIONAIS E CORRELATOS;-50.600;0
CD + PALLETS;ABR;311040101052 - SEGURO DE VIDA;-2.467;-2.095
CD + PALLETS;ABR;311040102001 - FGTS RESCISAO;0;-3.096
CD + PALLETS;ABR;311040102002 - INSS PATRONAL;-280.665;-280.227
CD + PALLETS;ABR;311040102004 - FGTS;-76.482;-77.841
CD + PALLETS;ABR;311040102005 - FGTS 40% E MULTAS RESCISORIAS;-255.010;-9.508
CD + PALLETS;ABR;311040103001 - PROVISAO SOBRE FERIAS;161.497;-108.112
CD + PALLETS;ABR;311040103002 - PROVISAO SOBRE INSS S/ FERIAS;46.511;-31.136
CD + PALLETS;ABR;311040103003 - PROVISAO SOBRE FGTS S/ FERIAS;13.003;-8.649
CD + PALLETS;ABR;311040103005 - PROVISAO SOBRE 13º SALARIO;-85.188;-81.084
CD + PALLETS;ABR;311040103006 - PROVISAO SOBRE INSS S/ 13º SALARIO;-10.694;-23.352
CD + PALLETS;ABR;311040103007 - PROVISAO SOBRE FGTS S/ 13º SALARIO;-2.906;-6.487
CD + PALLETS;ABR;311040109005 - ( - ) DESCONTO SALARIOS E ORDENADOS;11.592;0
CD + PALLETS;ABR;311040109006 - ( - ) EPI UNIFORME;161;0
CD + PALLETS;ABR;311040109007 - ( - ) DESC AVARIAS/EQUIP TRABALHO;113;0
CD + PALLETS;ABR;311040109011 - ( - ) ASSISTENCIA MEDICA;14.246;0
CD + PALLETS;ABR;311040109012 - ( - ) PLANO ODONTOLOGICO;1.870;0
CD + PALLETS;ABR;311040109013 - ( - ) VALE TRANSPORTE;18.214;0
CD + PALLETS;ABR;311040109014 - ( - ) AVISO PREVIO;7.345;0
CD + PALLETS;ABR;311040201001 - AGUA/ESGOTO;0;-304
CD + PALLETS;ABR;311040201002 - ALUGUEL;0;-120.000
CD + PALLETS;ABR;311040201027 - ENERGIA ELETRICA;-70.075;-70.000
CD + PALLETS;ABR;311040201058 - COMUNICACAO;-3.153;0
CD + PALLETS;ABR;311040301004 - GASTOS COM MIDIA DIGITAL;0;-3.383
CD + PALLETS;ABR;311040302018 - SERVICOS COM PRODUCAO ELETRONICA;0;-254
CD + PALLETS;ABR;311040302020 - SERVICOS COM INTELIGENCIA ESTRATEGICA;0;-111
CD + PALLETS;ABR;311040304001 - FRETE DE ENTREGA PARA CLIENTES;-870.809;0
CD + PALLETS;ABR;311040405002 - LOCACAO DE MAQUINAS E EQUIPAMENTOS;-207.001;-103.818
CD + PALLETS;ABR;311040405004 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DE INFORMATICA;-44.771;-51.296
CD + PALLETS;ABR;311040414010 - LICENCIAMENTO DE SOFTWARE;0;-3.906
CD + PALLETS;ABR;311040414011 - DESPESAS COM INFORMATICA E TELECOM;-8.071;-8.080
CD + PALLETS;ABR;311040417002 - HOTEIS E ESTADIAS;-1.420;-1.128
CD + PALLETS;ABR;311040417003 - PASSAGENS AEREAS E TERRESTRE;-1.133;0
CD + PALLETS;ABR;311040417004 - TAXI / UBER;0;-300
CD + PALLETS;ABR;311040417006 - COMBUSTIVEL EM VIAGEM;0;-300
CD + PALLETS;ABR;311040417007 - ALIMENTACAO EM VIAGEM;-920;-651
CD + PALLETS;ABR;311040429005 - SERVICOS  CONTABEIS;-19.392;-19.392
CD + PALLETS;ABR;311040429006 - SERVICOS CONSULTORIA E AUDITORIA;-65.575;0
CD + PALLETS;ABR;311040429009 - SERVICOS  ENERGIA ELETRICA;-2.400;-2.400
CD + PALLETS;ABR;311040429015 - SERVICOS  PREVENCAO DE PERDAS;-9.000;0
CD + PALLETS;ABR;311040429016 - SERVICOS  SEGURANCA E VIGILANCIA;-93.686;-113.028
CD + PALLETS;ABR;311040429017 - SERVICOS  FRETES E CARRETOS;-5.043;-1.000
CD + PALLETS;ABR;311040429020 - SERVICOS  COM MARKETING;0;-977
CD + PALLETS;ABR;311040429021 - SERVICOS COM TRANSPORTE E GUARDA DE VALORES;-1.831;-4.063
CD + PALLETS;ABR;311040429022 - SERVICOS COM INSTALACOES E MONTAGENS;0;-1.000
CD + PALLETS;ABR;311040429023 - SERVICOS COM LIMPEZA E CONSERVACAO;0;-1.000
CD + PALLETS;ABR;311040429027 - SERVICOS DE DEDETIZACAO;0;-540
CD + PALLETS;ABR;311040429031 - SERVICOS COM MANUTENCAO;-17.660;-29.033
CD + PALLETS;ABR;311040429034 - SERVICOS DE TRANSPORTES;-17.600;-17.600
CD + PALLETS;ABR;311040429035 - SERVICOS DIVERSOS AD;-112.000;0
CD + PALLETS;ABR;311040429039 - SERVICOS DE CARGA E DESCARGA;-3.200;0
CD + PALLETS;ABR;311040430001 - SERVICOS GERAIS PESSOAS FISICAS;-1.000;-8.136
CD + PALLETS;ABR;311040502004 - BENS DE NATUREZA NAO PERMANENTE;0;-900
CD + PALLETS;ABR;311040502005 - CONDUCAO E PASSAGENS;-14;-434
CD + PALLETS;ABR;311040502006 - CONFRATERNIZACAO E EVENTOS INTERNOS;-2.729;-12.000
CD + PALLETS;ABR;311040502007 - CORREIOS E MALOTES;0;-180
CD + PALLETS;ABR;311040502008 - DESPESAS LEGAIS E JUDICIAIS;0;-630
CD + PALLETS;ABR;311040502009 - DESPESAS CARTORIO;-589;0
CD + PALLETS;ABR;311040502015 - IMPRESSOS / MATERIAIS GRAFICOS;-3.722;-1.707
CD + PALLETS;ABR;311040502016 - LANCHES E REFEICOES;-9.514;-14.960
CD + PALLETS;ABR;311040502017 - MATERIAL EXPEDIENTE - OPERACAO LOJA;-1.980;-600
CD + PALLETS;ABR;311040502018 - MATERIAL DE LIMPEZA;-5.935;-6.400
CD + PALLETS;ABR;311040502025 - DESPESA COM RESSARCIMENTO;0;-1.620
CD + PALLETS;ABR;311040502029 - DESPESAS COM MATERIAL DE EXPEDIENTE;-12.252;-7.560
CD + PALLETS;ABR;311040502030 - COMBUSTIVEL PARA  GERADOR;-18.631;0
CD + PALLETS;ABR;311040502031 - COMBUSTIVEL VEICULOS DE TERCEIROS;-100;-1.367
CD + PALLETS;ABR;311040502039 - DESPESAS COM MATERIAL CONSUMO;-212.999;-191.400
CD + PALLETS;ABR;311040502040 - MATERIAL COPA E COZINHA;-6.730;-6.460
CD + PALLETS;ABR;311040502041 - DESPESA COM RECARGA EXTINTORES;0;-1.953
CD + PALLETS;ABR;311040502042 - COLETA DE RESIDUOS;-3.940;-13.975
CD + PALLETS;ABR;311040502046 - BAIXAS DE ESTOQUE CONSUMO (5949/6949);0;-600
CD + PALLETS;ABR;311040502047 - MATERIAIS DE DIVULGACOES INTERNAS;0;-1.200
CD + PALLETS;ABR;311040502048 - EXAMES MEDICOS E HOSPITALARES;-4.800;-8.800
CD + PALLETS;ABR;311040503001 - ENCARGOS DE DEPRECIACAO;-179.224;-153.459
CD + PALLETS;ABR;311040503002 - ENCARGOS DE AMORTIZACAO;-51.756;-983.766
CD + PALLETS;ABR;311040701007 - GNRE;-252.155;-159.059
CD + PALLETS;ABR;311040701008 - IMPOSTOS E TAXAS GERAIS;0;-8.316
CD + PALLETS;ABR;311040701011 - PIS/COFINS SOBRE RECEITA DE VERBAS;-19.765;0
CD + PALLETS;ABR;311040801001 - MANUTENCAO E REPARO BENS MOVEIS;-11.324;-44.000
CD + PALLETS;ABR;311040801003 - MANUTENCAO E REPARO INSTALACOES IMOVEIS TERCEIR;-1.000;-4.500
CD + PALLETS;ABR;311040801004 - MANUTENCAO E REPARO DE VEICULOS;-32.769;-4.400
CD + PALLETS;ABR;311041004001 - REVERSAO DA PROVISAO PARA CONTINGENCIAS;191.757;0
CD + PALLETS;ABR;311041101002 - MULTA DE TRANSITO;0;-2.000
CD + PALLETS;ABR;311041101005 - BRINDES INSTITUCIONAIS;0;-78.733
CD + PALLETS;ABR;311041101006 - DOACOES;-1.000;0
CD + PALLETS;ABR;311041205003 - RECEITA DE ALUGUEL;0;3.108
CD + PALLETS;ABR;311041205005 - RECEITA DE VERBAS COOPERADA;76.748;0
CD + PALLETS;ABR;311041207001 - CREDITOS DE SUBVENCAO INVESTIMENTO - ICMS;6.292.221;0
CD + PALLETS;ABR;311050101018 - DESPESA COM BONIFICACAO;0;-5.600
CD + PALLETS;ABR;311050101021 - TAXAS DE ADMINISTRACAO DE CARTAO;-122.128;-42.250
CD + PALLETS;ABR;311050102001 - COMBUSTIVEL PARA VEICULOS PROPRIOS;-18.631;-10.280
CD + PALLETS;ABR;311050102002 - COMBUSTIVEL PARA EMPILHADEIRAS;-88.108;-80.000
CD + PALLETS;ABR;311050103001 - FRETE DE ENTREGA PARA CLIENTES;0;-251.818
CD + PALLETS;ABR;311050103005 - FRETES EXTRAS;-1.320;0
CD + PALLETS;ABR;311070101003 - DESPESAS BANCÁRIAS;-1.722;-5.219
CD + PALLETS;ABR;311070101007 - JUROS PASSIVOS;-231;-1.610
CD + PALLETS;ABR;311070101008 - JUROS PARCELAMENTOS;-66.329;0
CD + PALLETS;ABR;311070101014 - JUROS S/ ATIVO DE DIREITO DE USO;-33.588;0
CD + PALLETS;ABR;311070101018 - DESCONTOS CONCEDIDOS;0;-539
CD + PALLETS;ABR;311070103001 - RECEITAS JUROS ATIVOS;9.545;4.804
CD + PALLETS;ABR;311070103002 - DESCONTOS OBTIDOS;18.534;19.798
CD + PALLETS;ABR;311070104023 - RECEITA DE VERBAS DESCONTOS EM DUPLICATAS;272.390;0
CD + PALLETS;ABR;Encargos sobre comissões;-41.946;0
CD + PALLETS;ABR;Estorno Encargos sobre comissões;41.946;0
CD + PALLETS;ABR;QUEBRA;0;-107.095
CD + PALLETS;ABR;Rateio do Credito Pis e Cofins;306.224;0
CD + PALLETS;ABR;VPC;0;328.783
CD + PALLETS;MAI;311010101001 - RECEITA DE MERCADORIAS VENDIDAS NACIONAL;16.955.685;13.744.152
CD + PALLETS;MAI;311010101002 - RECEITA MERCADORIAS BONIFICADA;111.951;0
CD + PALLETS;MAI;311010101006 - RECEITA DE FRETE MERCADORIA;11.472;1.959
CD + PALLETS;MAI;311010102002 - ( - ) DESCONTOS INCONDICIONAIS;0;-5.712
CD + PALLETS;MAI;311010102003 - ( - ) ICMS S/ REVENDA MERCADORIA;-2.853.836;-2.136.449
CD + PALLETS;MAI;311010102004 - ( - ) COFINS;-1.007.643;-801.122
CD + PALLETS;MAI;311010102005 - ( - ) PIS/PASEP;-218.765;-216.944
CD + PALLETS;MAI;311010102011 - ( - ) DEVOLUCAO DE VENDAS;-827.008;-281.656
CD + PALLETS;MAI;311010201001 - RECEITA PRESTACAO DE SERVICOS;102.849;200.000
CD + PALLETS;MAI;311010202001 - ISS;-5.143;0
CD + PALLETS;MAI;311010202002 - PIS;-1.697;0
CD + PALLETS;MAI;311010202003 - COFINS;-7.817;0
CD + PALLETS;MAI;311020101001 - CUSTO DE MERCADORIA VENDIDA NACIONAL;-10.805.752;-6.897.809
CD + PALLETS;MAI;311020101002 - CUSTO DE MERCADORIA VENDIDA IMPORTADO;-327.107;0
CD + PALLETS;MAI;311020101003 - CUSTO SOBRE QUEBRA DE MERCADORIA;-188.370;0
CD + PALLETS;MAI;311040101001 - ADICIONAL NOTURNO;-3.403;-21.964
CD + PALLETS;MAI;311040101005 - ALIMENTAÇÃO;-94.009;-128.960
CD + PALLETS;MAI;311040101006 - ASSITÊNCIA MÉDICA;-21.568;0
CD + PALLETS;MAI;311040101007 - AVISO PRÉVIO;0;-10.509
CD + PALLETS;MAI;311040101012 - CURSOS/TREINAMENTOS JD;0;-900
CD + PALLETS;MAI;311040101015 - FERIAS;0;-5.004
CD + PALLETS;MAI;311040101018 - GRATIFICAÇÕES / PREMIAÇÕES;-9.842;-57.150
CD + PALLETS;MAI;311040101019 - HORAS EXTRAS;-13.311;-16.556
CD + PALLETS;MAI;311040101022 - MENOR APRENDIZ;-1.100;-2.600
CD + PALLETS;MAI;311040101027 - PERICULOSIDADE;-6.884;-12.934
CD + PALLETS;MAI;311040101029 - SALÁRIOS E ORDENADOS;-872.644;-930.047
CD + PALLETS;MAI;311040101031 - EPI E UNIFORMES;-6.000;-12.440
CD + PALLETS;MAI;311040101032 - VALE TRANSPORTE;-56.783;-41.187
CD + PALLETS;MAI;311040101038 - AJUDA DE CUSTO DOMINGO;0;-2.208
CD + PALLETS;MAI;311040101039 - AJUDA DE CUSTO FERIADO;-41.784;-35.985
CD + PALLETS;MAI;311040101049 - GRATIFICACOES, ADICIONAIS E CORRELATOS;-51.200;0
CD + PALLETS;MAI;311040101052 - SEGURO DE VIDA;-2.348;-2.095
CD + PALLETS;MAI;311040102001 - FGTS RESCISAO;0;-3.096
CD + PALLETS;MAI;311040102002 - INSS PATRONAL;-262.998;-280.227
CD + PALLETS;MAI;311040102004 - FGTS;-76.317;-77.841
CD + PALLETS;MAI;311040102005 - FGTS 40% E MULTAS RESCISORIAS;0;-9.508
CD + PALLETS;MAI;311040103001 - PROVISAO SOBRE FERIAS;-78.074;-108.112
CD + PALLETS;MAI;311040103002 - PROVISAO SOBRE INSS S/ FERIAS;-22.485;-31.136
CD + PALLETS;MAI;311040103003 - PROVISAO SOBRE FGTS S/ FERIAS;-6.140;-8.649
CD + PALLETS;MAI;311040103005 - PROVISAO SOBRE 13º SALARIO;-72.526;-81.084
CD + PALLETS;MAI;311040103006 - PROVISAO SOBRE INSS S/ 13º SALARIO;-20.887;-23.352
CD + PALLETS;MAI;311040103007 - PROVISAO SOBRE FGTS S/ 13º SALARIO;-5.726;-6.487
CD + PALLETS;MAI;311040109005 - ( - ) DESCONTO SALARIOS E ORDENADOS;13.067;0
CD + PALLETS;MAI;311040109011 - ( - ) ASSISTENCIA MEDICA;12.078;0
CD + PALLETS;MAI;311040109012 - ( - ) PLANO ODONTOLOGICO;1.783;0
CD + PALLETS;MAI;311040109013 - ( - ) VALE TRANSPORTE;18.439;0
CD + PALLETS;MAI;311040201001 - AGUA/ESGOTO;-133;-304
CD + PALLETS;MAI;311040201002 - ALUGUEL;0;-120.000
CD + PALLETS;MAI;311040201027 - ENERGIA ELETRICA;-65.467;-70.000
CD + PALLETS;MAI;311040201058 - COMUNICACAO;-3.266;0
CD + PALLETS;MAI;311040301004 - GASTOS COM MIDIA DIGITAL;0;-3.889
CD + PALLETS;MAI;311040302018 - SERVICOS COM PRODUCAO ELETRONICA;0;-317
CD + PALLETS;MAI;311040302020 - SERVICOS COM INTELIGENCIA ESTRATEGICA;0;-111
CD + PALLETS;MAI;311040304001 - FRETE DE ENTREGA PARA CLIENTES;-1.178.206;0
CD + PALLETS;MAI;311040405002 - LOCACAO DE MAQUINAS E EQUIPAMENTOS;-150.679;-107.753
CD + PALLETS;MAI;311040405004 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DE INFORMATICA;-42.878;-51.296
CD + PALLETS;MAI;311040414010 - LICENCIAMENTO DE SOFTWARE;0;-3.906
CD + PALLETS;MAI;311040414011 - DESPESAS COM INFORMATICA E TELECOM;-8.071;-8.080
CD + PALLETS;MAI;311040417002 - HOTEIS E ESTADIAS;0;-1.128
CD + PALLETS;MAI;311040417003 - PASSAGENS AEREAS E TERRESTRE;-1.137;0
CD + PALLETS;MAI;311040417004 - TAXI / UBER;-799;-300
CD + PALLETS;MAI;311040417006 - COMBUSTIVEL EM VIAGEM;0;-300
CD + PALLETS;MAI;311040417007 - ALIMENTACAO EM VIAGEM;-1.120;-651
CD + PALLETS;MAI;311040429001 - SERVICOS  AMBIENTAL;-66.000;0
CD + PALLETS;MAI;311040429005 - SERVICOS  CONTABEIS;-19.392;-19.392
CD + PALLETS;MAI;311040429006 - SERVICOS CONSULTORIA E AUDITORIA;-78.034;0
CD + PALLETS;MAI;311040429009 - SERVICOS  ENERGIA ELETRICA;-2.400;-2.400
CD + PALLETS;MAI;311040429015 - SERVICOS  PREVENCAO DE PERDAS;-9.000;0
CD + PALLETS;MAI;311040429016 - SERVICOS  SEGURANCA E VIGILANCIA;-93.315;-113.028
CD + PALLETS;MAI;311040429017 - SERVICOS  FRETES E CARRETOS;-4.588;-1.000
CD + PALLETS;MAI;311040429020 - SERVICOS  COM MARKETING;0;-977
CD + PALLETS;MAI;311040429021 - SERVICOS COM TRANSPORTE E GUARDA DE VALORES;-1.531;-4.063
CD + PALLETS;MAI;311040429022 - SERVICOS COM INSTALACOES E MONTAGENS;0;-1.000
CD + PALLETS;MAI;311040429023 - SERVICOS COM LIMPEZA E CONSERVACAO;0;-1.000
CD + PALLETS;MAI;311040429027 - SERVICOS DE DEDETIZACAO;0;-540
CD + PALLETS;MAI;311040429031 - SERVICOS COM MANUTENCAO;-6.936;-20.703
CD + PALLETS;MAI;311040429034 - SERVICOS DE TRANSPORTES;-17.600;-17.600
CD + PALLETS;MAI;311040429035 - SERVICOS DIVERSOS AD;-34.000;0
CD + PALLETS;MAI;311040429039 - SERVICOS DE CARGA E DESCARGA;-5.320;0
CD + PALLETS;MAI;311040430001 - SERVICOS GERAIS PESSOAS FISICAS;-1.000;-8.136
CD + PALLETS;MAI;311040502004 - BENS DE NATUREZA NAO PERMANENTE;0;-900
CD + PALLETS;MAI;311040502005 - CONDUCAO E PASSAGENS;0;-434
CD + PALLETS;MAI;311040502006 - CONFRATERNIZACAO E EVENTOS INTERNOS;-1.658;-6.000
CD + PALLETS;MAI;311040502007 - CORREIOS E MALOTES;0;-180
CD + PALLETS;MAI;311040502008 - DESPESAS LEGAIS E JUDICIAIS;0;-630
CD + PALLETS;MAI;311040502015 - IMPRESSOS / MATERIAIS GRAFICOS;0;-195
CD + PALLETS;MAI;311040502016 - LANCHES E REFEICOES;-8.082;-12.000
CD + PALLETS;MAI;311040502017 - MATERIAL EXPEDIENTE - OPERACAO LOJA;-4;-600
CD + PALLETS;MAI;311040502018 - MATERIAL DE LIMPEZA;-3.722;-6.400
CD + PALLETS;MAI;311040502025 - DESPESA COM RESSARCIMENTO;-5.522;-1.620
CD + PALLETS;MAI;311040502029 - DESPESAS COM MATERIAL DE EXPEDIENTE;-6.473;-7.560
CD + PALLETS;MAI;311040502030 - COMBUSTIVEL PARA  GERADOR;-31.847;0
CD + PALLETS;MAI;311040502031 - COMBUSTIVEL VEICULOS DE TERCEIROS;-464;-1.367
CD + PALLETS;MAI;311040502032 - MATERIAL DE SEGURANCA/ PROTECAO;-412;0
CD + PALLETS;MAI;311040502039 - DESPESAS COM MATERIAL CONSUMO;-126.185;-191.400
CD + PALLETS;MAI;311040502040 - MATERIAL COPA E COZINHA;-401;-6.460
CD + PALLETS;MAI;311040502041 - DESPESA COM RECARGA EXTINTORES;-3.488;-1.953
CD + PALLETS;MAI;311040502042 - COLETA DE RESIDUOS;-9.600;-13.975
CD + PALLETS;MAI;311040502046 - BAIXAS DE ESTOQUE CONSUMO (5949/6949);-834;-600
CD + PALLETS;MAI;311040502047 - MATERIAIS DE DIVULGACOES INTERNAS;0;-1.200
CD + PALLETS;MAI;311040502048 - EXAMES MEDICOS E HOSPITALARES;0;-8.800
CD + PALLETS;MAI;311040503001 - ENCARGOS DE DEPRECIACAO;-179.483;-153.459
CD + PALLETS;MAI;311040503002 - ENCARGOS DE AMORTIZACAO;-50.876;-983.766
CD + PALLETS;MAI;311040701007 - GNRE;-273.498;-159.059
CD + PALLETS;MAI;311040701008 - IMPOSTOS E TAXAS GERAIS;-992;-4.860
CD + PALLETS;MAI;311040701011 - PIS/COFINS SOBRE RECEITA DE VERBAS;-28.124;0
CD + PALLETS;MAI;311040801001 - MANUTENCAO E REPARO BENS MOVEIS;-22.164;-44.000
CD + PALLETS;MAI;311040801003 - MANUTENCAO E REPARO INSTALACOES IMOVEIS TERCEIR;-1.890;-4.500
CD + PALLETS;MAI;311040801004 - MANUTENCAO E REPARO DE VEICULOS;-12.102;-4.400
CD + PALLETS;MAI;311041101002 - MULTA DE TRANSITO;0;-2.000
CD + PALLETS;MAI;311041101005 - BRINDES INSTITUCIONAIS;0;-78.733
CD + PALLETS;MAI;311041101006 - DOACOES;-3.920;0
CD + PALLETS;MAI;311041205003 - RECEITA DE ALUGUEL;0;3.108
